G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,Lsolu_Hsolv,Lsolv_Hsolu
-25969.118,54.5064,291.806,3.22871,-0.46967,1.17012,-0.46967,0.44375,-1.80209,254.2908,464.4902039,11.6,14.502
-28069.5886,22.947,331.332,2.01021,-0.76611,0.20126,-0.44744,0.38517,-0.76611,228.374,578.755249,13.18,16.677
-19254.5536,-800.4292,108.671,6.05564,-0.38356,0.81917,-0.4633,0.36135,-1.24939,96.0884,243.8683777,10.847,15.963
-29487.6675,191.2753,376.182,9.76865,-1.18641,0.85711,-0.47709,0.46936,-2.17523,331.3459,552.2521973,11.25,14.466
-18720.1773,-61.1397,109.502,1.76586,-0.76396,0.48473,-0.44683,0.38738,-1.12372,89.0938,255.7904816,13.142,15.875
-23992.0981,-2.2072,222.293,5.57983,-1.01727,0.28151,-0.37469,0.23356,-1.39196,183.2066,394.1587524,12.002,14.919
-38639.6797,261.1316,560.229,2.11249,-1.89208,1.55474,-0.438,0.37602,-3.06287,495.4016,822.428894,11.453,14.093
-31816.2746,214.7043,389.998,7.74265,-0.94068,1.02259,-0.4126,0.33676,-2.09151,402.2467,608.4851685,11.236,14.121
-24964.2108,-82.6016,246.859,5.26504,-1.91893,-0.83472,-0.77777,1.94607,-0.17614,251.333,406.7077637,10.415,14.931
-17184.0011,-323.5094,89.4465,8.65722,0,0.30124,-0.59003,0.30124,-1.20129,76.116,216.6707001,12.699,14.339
-20711.0598,57.1775,146.219,0.00406584,-1.51372,0.48366,-0.38717,0.21672,-1.51372,122.1206,292.4821777,15.006,16.49
-30004.9746,-4.5978,340.181,3.28295,-1.91144,1.52282,-0.44046,0.43697,-2.32609,291.303,541.2770386,11.708,15.21
-28891.473,-128.0799,333.382,11.8314,-3.44513,-1.18122,-0.79878,1.95056,0.04956,333.3916,522.2833862,10.356,15.242
-28408.8421,210.38,305.731,8.88693,-2.05747,0.24532,-0.78246,1.91323,-1.54787,271.3336,515.7579346,10.539,14.448
-26806.0015,-854.5802,238.643,4.59244,-0.59251,0.62197,-0.31158,0.2107,-0.80561,241.5011,382.8556213,11.303,15.063
-23428.3316,36.1853,216.243,2.56412,0,-0.02633,-0.21763,0.0807,-0.21763,193.1263,404.6979675,12.443,16.844
-27605.5871,-28.3383,339.6,7.54334,0,0.14898,-0.3195,0.1754,-0.96447,308.7695,517.0610352,11.107,15.023
-26244.9363,-355.9541,253.916,10.4776,-3.1242,-1.31203,-0.79308,1.94522,0.31116,267.3324,420.0284119,10.253,15.786
-24486.463,164.3372,207.938,4.99542,-2.24131,0.55658,-0.43441,0.53059,-1.18066,212.1184,364.5610352,10.435,16.335
-18684.2755,496.6325,95.5052,5.21093,-0.77049,0.59594,-0.42751,0.41639,-0.77049,74.0792,233.3253021,13.284,16.931
-21826.8306,154.7225,169.689,6.48574,-1.51774,0.0245,-0.38062,0.52903,-0.45991,168.1086,318.8885193,10.562,16.033
-35894.0207,33.6829,534.137,14.1442,0,-0.60124,-0.49362,0.31622,-1.0435,475.4194,758.1863403,10.94,12.961
-21603.4873,-3.5582,212.245,1.9704,-0.33894,0.10272,-0.33894,0.06573,-0.33894,154.2516,348.5737,14.942,16.046
-20587.2204,16.9505,160.244,1.39479,0,0.18668,-0.36943,0.13239,-0.36943,101.1912,336.5730896,15.288,15.602
-25872.6461,287.3738,277.097,3.19644,0,1.46602,-0.48537,0.41957,-2.07776,229.7119,476.1960449,11.916,15.39
-18743.3881,-183.9303,104.31,3.19964,-0.88157,1.00593,-0.49168,0.50003,-1.63833,100.0768,245.5355682,12.601,16.198
-19491.7956,-3.9052,161.931,0.0256387,0,-0.1827,-0.03534,0.0229,0,112.2144,310.6614685,15.449,16.901
-26915.642,-44.5065,332.012,1.87762,-1.17344,0.84884,-0.44209,0.43624,-1.58475,275.3468,528.7696533,11.717,15.208
-24348.6606,6.3349,245.073,5.49001,-0.76457,-0.0171,-0.44896,0.42544,-1.09062,213.2354,421.0566711,11.713,14.47
-20853.0512,7.0636,165.849,1.79936,-0.75849,0.07656,-0.43991,0.38211,-0.75849,136.15,318.8439941,12.342,15.023
-22422.6787,63.6321,194.602,4.15383,-2.18723,0.90299,-0.38982,0.26316,-2.18723,180.1572,332.2939758,14.865,16.271
-25406.0981,-567.4943,239.503,7.45765,-1.23183,1.22259,-0.50348,0.46434,-2.36803,211.22,411.591217,11.936,15.003
-24010.7696,186.6777,226.159,5.70514,-1.39209,0.36832,-0.43351,0.39038,-1.73251,197.1902,385.0553589,12.008,14.882
-19976.841,237.3403,139.681,1.60459,-0.39307,-0.14875,-0.39307,0.2232,-0.39307,108.1396,291.7031555,12.353,15.041
-21996.5242,-297.0098,164.423,0.00471652,-1.55142,0.68785,-0.38796,0.21239,-1.55142,136.1474,304.3575439,15.191,16.6
-23861.9261,44.6258,232.399,7.79474,-0.47188,0.19222,-0.47188,0.40978,-1.13848,221.6457,404.2071228,11.222,14.638
-29086.9157,-71.6251,337.781,5.67842,-2.11746,0.01405,-0.76565,1.90511,-1.11944,337.3676,513.2810669,10.249,14.455
-20434.5644,-346.5169,139.161,5.89181,-0.93983,1.063,-0.47829,0.50223,-1.59875,126.1146,286.1728821,12.081,15.091
-29679.2055,214.2305,373.272,9.9908,-1.18665,1.00394,-0.47716,0.46935,-2.22161,331.3459,557.8894653,11.254,14.462
-24749.5335,511.3007,236.226,7.41777,-0.78534,-0.36124,-0.3932,0.52714,-0.2582,211.2196,402.3962402,10.757,14.642
-28698.0836,-365.9008,337.489,4.95886,-0.66813,0.31284,-0.43702,0.37393,-1.10217,298.3588,542.1179199,11.46,14.634
-27300.1543,-68.7079,288.831,3.18376,-0.99196,-0.01848,-0.38656,0.52623,-0.66259,284.0982,462.3147583,10.722,15.033
-32659.8689,-256.3166,418.295,8.18053,-2.28649,1.43576,-0.44853,0.42152,-2.82422,396.4322,621.1513672,11.562,14.981
-26526.2467,-79.9023,259.896,6.7874,-0.67939,0.91773,-0.49362,0.51515,-1.52742,249.0962,439.3476257,11.679,14.816
-27196.261,670.9351,308.412,3.71137,-0.68639,0.7143,-0.39712,0.37785,-1.6381,254.3464,474.4495544,10.958,14.827
-25608.1007,-86.9632,246.212,6.98771,-0.51226,0.95016,-0.51226,0.50889,-1.49537,233.0968,420.5604248,11.712,14.787
-21729.8032,21.9495,177.388,3.65931,-1.08748,0.21186,-0.43995,0.38221,-1.08748,152.1494,333.0469055,12.158,14.895
-29964.111,104.4287,345.918,6.40663,-1.19091,0.92323,-0.58455,1.08219,-1.28707,313.7384,556.0953979,9.881,15.185
-35223.3497,-80.0302,509.038,4.64084,-3.88919,1.69579,-0.38654,0.30232,-4.03583,457.4334,691.333374,12.203,15.106
-24467.6453,1229.1808,198.414,6.69891,-1.64595,0.60694,-0.7297,1.07884,-1.12449,183.1617,369.0360718,9.746,16.017
-24523.4161,26.62,230.891,0.745214,-1.5162,0.63144,-0.4435,0.39048,-1.587,210.2626,410.6345215,11.685,15.569
-22356.4912,876.3266,184.119,6.64099,-1.58402,-0.47182,-0.79242,1.90343,-0.3731,171.2136,338.4365234,10.688,15.313
-25847.6674,1.6834,263.198,8.43644,-1.56971,-0.19482,-0.79103,1.90957,-1.13566,250.2746,438.167572,10.677,14.419
-27480.728,-887.0164,272.107,3.32991,-0.7608,0.60747,-0.50346,0.50678,-1.12535,225.305,457.8319397,11.747,15.119
-26512.1185,130.9092,292.482,3.37786,-0.65439,2.11185,-0.43595,0.48972,-2.24473,238.2888,492.7565308,12.075,14.547
-24605.3076,88.784,288.201,4.90596,-0.52821,0.78802,-0.52821,0.50746,-1.38946,222.3296,460.130188,14.051,15.531
-24014.625,532.3381,196.368,5.46643,-1.51946,0.55097,-0.42836,0.52152,-0.99794,181.1476,362.2937317,10.574,15.652
-21942.0884,183.4639,177.815,6.09707,0,0.03275,-0.13806,0.09565,-0.31677,172.0134,315.5201416,11.26,15.525
-23381.3212,-0.8919,235.678,2.87217,-0.37294,-0.45257,-0.37294,0.35592,-0.16339,212.2656,387.5991516,11.328,14.449
-30012.0465,-409.8594,368.473,9.17598,-0.44648,0.5152,-0.44648,0.66201,-1.42655,329.3209,562.6322021,11.797,14.169
-25764.9876,459.5432,254.065,4.9662,-1.42036,0.98591,-0.40848,0.54394,-1.27668,214.2206,430.449646,10.499,15.93
-21853.5651,48.1538,172.485,4.3667,-1.2427,0.78711,-0.48795,0.37142,-1.94453,146.1456,317.3765259,13.033,16.121
-31111.8098,-788.8264,384.252,6.41842,-1.18199,1.59799,-0.47824,0.47072,-2.47601,351.3522,560.2598267,11.064,14.565
-20590.5791,-69.4921,159.921,0.0107252,0,-0.21218,-0.13072,0.0613,0,98.1876,333.22052,13.418,15.522
-19581.5256,5.0024,161.917,0.019152,0,0.03598,-0.12932,0.05259,0,100.2034,301.1340332,15.537,17.141
-25547.9087,27.8655,262.71,2.71043,-1.09138,0.40269,-0.44592,0.43622,-1.09138,208.2566,465.2845154,11.592,15.132
-30270.1758,308.6197,353.809,2.3114,-1.43052,1.02066,-0.3897,0.67459,-1.39884,335.2823,519.8405762,10.219,15.945
-24315.3222,753.0879,202.519,6.56048,-1.8156,0.2184,-0.38463,0.53157,-0.75381,198.1348,355.7371521,10.486,15.852
