G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,Lsolu_Hsolv,Lsolv_Hsolu
-24286.3094,-248.3108,241.513,3.19063,0,-0.3804,-0.11553,0.07967,-0.23104,223.1012,400.2556458,11.811,14.868
-21036.507,187.494,152.966,4.00765,-1.52782,0.75839,-0.44637,0.38704,-1.52782,132.1158,307.7828979,13.15,17.048
-29113.5195,157.6312,334.439,12.558,-1.88592,0.068,-0.7592,1.88589,-1.04092,309.3392,516.9658813,10.003,14.555
-18898.6558,8.737,131.801,3.25385,-0.36145,0.09422,-0.36145,0.25781,-0.36145,98.1444,275.7168884,12.817,16.143
-29658.9571,95.9582,355.138,3.38285,-0.74501,-0.18649,-0.43143,0.37453,-0.8649,329.8003,546.2109375,11.047,14.544
-28706.6027,-135.9865,339.239,9.01631,-2.37507,0.12215,-0.78674,1.91525,-1.64755,338.7649,514.914917,10.516,15.324
-20104.0651,16.896,143.152,1.67772,0,-0.25879,-0.38869,0.19768,-0.38869,107.1548,295.324646,12.486,13.848
-26446.7197,134.0921,266.56,9.0696,-1.56192,-0.39518,-0.785,1.90662,-0.79862,253.2752,456.2866821,10.592,14.449
-28274.5763,481.7233,311.298,7.58145,-2.04178,0.24625,-0.77484,1.91061,-1.17423,270.3458,524.9182739,10.396,15.392
-23917.7529,-92.8769,244.546,7.60081,0,0.33957,-0.16531,0.10543,-0.95172,290.8314,374.2933655,11.713,15.936
-19766.6539,8.925,138.692,1.91005,-0.75438,0.55267,-0.44095,0.37057,-0.75438,102.1328,297.3306885,13.103,17.051
-29547.2568,-453.4549,362.691,8.69494,0,0.24167,-0.28143,0.17384,-1.02616,343.2146,534.538269,11.095,15.167
-24287.635,152.5286,229.449,4.60247,-0.74863,0.58645,-0.45873,0.40811,-1.40661,192.217,413.1203613,12.056,14.438
-18494.1584,-19.3519,111.683,5.0942,-0.77241,0.04389,-0.38778,0.47116,-0.30125,89.0938,258.3860779,11.465,17.345
-33700.1411,89.0542,443.742,9.05842,-1.54816,1.38213,-0.47906,0.42323,-2.74635,371.4352,712.0881958,11.893,14.046
-23052.891,24.0793,255.294,0.00104951,0,-0.5585,-0.06926,0.07144,0,206.2866,413.1112061,11.037,13.455
-26299.7312,122.3317,318.559,2.26975,0,-0.24508,-0.365,0.15915,-0.72999,240.3474,525.7734985,12.364,14.976
-17042.3933,0.5195,101.837,2.54901,0,-0.10021,-0.31547,0.08957,-0.31547,79.1012,235.5770264,12.262,15.241
-25090.7689,-108.8554,262.088,0.834605,0,-0.54418,-0.27466,0.2171,-0.05756,225.3076,440.8222351,11.079,14.441
-21249.4297,19.301,186.879,0.0177296,0,-0.05279,-0.0884,0.0416,0,114.2302,362.655365,15.6,16.934
-27954.3705,-97.0392,323.69,4.2101,0,-0.24423,-0.17831,0.20613,-0.58442,320.045,486.3045959,11.792,15.157
-27070.0453,25.8249,334.086,0.997322,-0.34453,0.27323,-0.39704,0.21159,-1.56594,301.295,484.7045898,11.874,15.107
-18646.4417,-44.2026,121.739,2.15298,-0.36657,0.16159,-0.36657,0.14345,-0.36657,86.1334,265.5760498,15.198,16.458
-25611.6029,159.7801,265.687,5.62447,-1.01739,0.24533,-0.37295,0.23356,-1.36508,211.2602,447.662323,12.003,14.917
-33149.5088,442.5987,356.523,4.38904,-2.26784,1.47863,-0.50859,0.7464,-2.01926,330.3503,560.1901245,9.448,14.674
-26292.3703,23.9233,293.625,4.86065,-0.51792,0.30088,-0.51792,0.50472,-1.26526,232.3248,483.2529297,12.382,14.428
-19080.0478,11.1638,134.317,1.84137,-0.38327,0.06628,-0.38327,0.20912,-0.38327,88.1492,286.0352478,15.549,16.556
-27906.8155,-21.5334,312.947,3.90573,-0.65586,0.10539,-0.3693,0.23048,-1.21413,248.3242,509.825592,12.261,13.774
-27074.7328,267.5544,269.771,11.9116,-3.11466,-0.11872,-0.78705,1.92331,-1.14982,297.7309,431.7575989,10.326,15.24
-32111.1993,389.5792,420.226,8.62189,-1.82629,1.50191,-0.38629,0.43263,-2.19013,383.4,604.5792236,11.257,14.541
-35082.3601,-86.2324,475.367,4.60425,-0.94054,0.13377,-0.41098,0.40124,-1.19917,416.303,696.9781494,11.968,14.753
-16230.6358,4.8071,88.6938,2.60842,0,-0.40923,-0.17539,0.2276,-0.17539,67.0902,221.2260284,13.535,14.322
-28542.6888,-128.0975,339.877,3.57415,-0.45518,1.70142,-0.45518,0.66488,-2.40267,322.2891,505.2969666,11.223,14.736
-19918.6697,13.8806,131.45,0.00120707,-1.52022,0.77974,-0.44455,0.38833,-1.52022,118.089,281.1311035,13.1,17.142
-27266.5931,-198.4251,286.887,3.63313,0,-0.14229,-0.10669,0.09201,-0.40115,291.9914,449.7205811,11.296,14.978
-24782.569,683.5414,209.995,9.00349,-2.21686,0.86054,-0.43428,0.52117,-1.69569,211.1306,357.9763184,10.573,15.994
-16810.4092,0.639,91.2748,1.87459,-0.38541,0.09846,-0.38541,0.20951,-0.38541,60.0956,227.4402924,15.67,16.71
-18763.4694,-47.3616,111.95,3.95366,-0.27088,0.006,-0.28116,0.24745,-0.44359,99.089,256.4689331,12.276,15.914
-21481.55,-148.465,166.359,6.74362,-1.59118,-0.48593,-0.79767,1.90334,-0.38204,157.1868,322.3204956,10.718,15.389
-25788.0131,22.2005,296.46,0.917422,0,-0.80984,-0.08522,0.07236,0,252.3148,456.5586243,10.809,13.809
-25448.735,-59.5882,279.406,1.52446,-0.58077,0.46568,-0.41861,0.38131,-1.00093,239.7011,439.1204224,11.916,15.172
-25793.8209,-109.7985,285.633,2.79405,0,-0.75623,-0.3721,0.20458,-0.3721,243.3074,449.0122375,11.459,13.252
-19752.2112,-114.9568,136.472,4.14845,-0.36361,0.29381,-0.36361,0.36467,-0.73307,133.1828,268.7313538,10.839,14.904
-26635.7302,-162.2325,278.263,9.41866,-1.54026,-0.50549,-0.77316,1.90093,-0.66642,269.3358,465.1863709,10.323,14.513
-21644.6333,18.5361,160.743,5.82145,-0.77147,-0.05503,-0.38639,0.52742,-0.33916,157.5561,307.4826965,10.803,15.598
-20850.5615,250.0562,133.857,2.17126,-0.75779,0.31212,-0.44342,0.39068,-0.80067,199.9758,274.8725891,12.12,16.358
-20768.4834,9.7273,165.073,3.5319,0,0.67746,-0.35181,0.23235,-1.1222,146.1512,315.3018494,10.758,15.6
-23933.2781,-16.2547,214.486,6.41685,-1.13265,0.41721,-0.38577,0.55559,-1.07404,185.1822,365.9491272,10.97,15.604
-31425.1846,-374.5251,358.571,1.80621,0,0.16776,-0.08118,0.11225,-0.49197,395.3267,500.2772827,11.015,15.594
-18508.6415,9.5592,115.531,2.06763,-0.76112,0.41046,-0.44475,0.39285,-0.76112,88.106,256.9899597,13.171,17.014
-26207.0532,11.8489,283.387,7.12338,-1.66424,1.92507,-0.47123,0.51347,-2.84381,254.245,448.808075,11.864,14.732
-26401.3928,4.827,285.32,0.75734,-0.14401,0.09561,-0.14401,0.11019,-0.49088,305.975,444.0482788,11.011,14.902
-24165.5809,-66.6276,236.051,8.35114,-0.89334,0.66447,-0.49484,0.49948,-1.62868,184.2376,406.6899719,12.906,15.606
-24868.1316,250.1728,267.342,2.7835,0,0.77309,-0.41606,0.1977,-1.07983,240.4142,423.8071289,10.896,14.439
-30758.0938,21.7881,412.082,3.82374,-0.92929,0.01501,-0.33813,0.34251,-1.0563,366.8433,583.5130005,10.855,14.97
-23477.5966,-233.9982,216.593,5.59855,-2.1742,-0.58731,-0.8181,1.91032,-0.26388,208.2314,381.743103,10.808,14.433
-25748.7762,-81.1353,304.128,0.085531,0,-0.76326,-0.09464,0.07426,0,254.3306,468.8218689,11.191,13.626
-19794.5506,8.6673,166.289,0.0279046,0,-0.10169,-0.06176,0.03838,0,112.2144,313.0468445,15.504,16.888
-22840.5428,55.5128,216.291,2.99395,-0.37318,-0.00766,-0.37318,0.20528,-0.73608,165.2346,374.9756165,12.286,15.053
-30419.3837,59.4979,380.899,1.86261,-1.17776,0.96949,-0.44049,0.4364,-1.59685,291.3894,573.6387329,11.706,15.212
-21699.0226,13.3319,178.11,4.58158,-0.27753,0.57735,-0.27753,0.58525,-0.95717,174.1221,325.0786438,11.167,15.318
-32910.452,790.1995,422.068,9.24832,-1.55924,1.16355,-0.49013,0.42196,-2.72549,357.4084,679.2984009,11.895,14.048
-23966.3804,-125.9462,243.651,7.78378,-1.62821,-0.97973,-0.81415,1.79302,0.16481,218.2698,409.4877319,10.801,15.37
-21780.5802,73.4714,185.036,0.0183843,0,-0.05785,-0.07491,0.03725,0,114.2302,353.259552,15.579,16.915
-29736.9322,23.0307,314.693,8.54342,-2.00156,0.4314,-0.61228,1.07172,-1.01866,291.2581,505.1948242,9.888,15.116
-29641.2706,55.2199,362.704,2.45655,-1.92713,1.1401,-0.44013,0.43665,-2.33839,295.3346,546.5578613,11.706,15.211
-30200.8933,-228.784,382.09,4.91131,-0.43268,0.46696,-0.43268,0.36844,-1.12092,288.432,561.5986328,12.242,14.72
-30591.1729,-431.6537,327.299,6.53395,-2.13971,0.81597,-0.73087,1.08569,-1.48642,287.3283,527.0456543,9.645,15.378
-20529.522,339.199,150.401,2.56805,-0.83021,0.63863,-0.51525,0.5002,-1.19022,117.1474,303.9588623,13.798,16.287
-15695.3019,-4.8815,68.6461,1.76526,-0.39445,0.17675,-0.39445,0.21211,-0.39445,46.0688,198.7638855,15.902,16.808
-17018.9295,-16.3884,91.1289,2.73987,0,0.28843,-0.3181,0.19145,-0.34342,73.1124,222.7493286,11.395,15.079
-26381.6898,-39.2947,330.203,0.00380603,0,-0.95486,-0.05857,0.0726,0,278.3526,498.8189392,11.318,13.787
-21386.1551,-11.0234,208.723,3.27487,-0.33584,0.10587,-0.33584,0.29521,-0.33584,152.2358,345.7841492,12.797,15.932
-30941.4359,-141.1606,361.609,1.15443,-1.93409,1.69637,-0.44274,0.4365,-2.34357,295.3346,570.2907104,11.709,15.21
-24690.9041,46.7162,238.601,6.09407,-0.68177,0.80328,-0.49558,0.51381,-1.45995,214.6511,419.4556274,11.96,14.636
-26474.5898,212.5811,250.252,4.17583,-0.66182,0.28275,-0.33149,0.49944,-0.28275,295.3365,379.5791016,10.281,16.163
-23049.7282,11.5707,204.295,2.32598,0,-0.14534,-0.06847,0.04767,-0.06847,226.1,386.1509705,12.309,16.216
-26541.2517,151.7499,305.059,3.8969,-0.75527,0.0367,-0.4376,0.38237,-0.92904,271.3332,474.8783569,11.88,13.636
-27040.5476,-39.5368,263.862,8.54504,-3.48317,-1.12765,-0.79233,1.94932,-0.08105,283.3318,425.5738831,10.285,16.065
-22391.3479,8.5097,193.128,3.51149,-0.74176,0.24316,-0.43536,0.44189,-0.97618,173.1708,350.6038208,11.106,14.628
-19938.3482,40.2211,151.234,1.5214,0,-0.12059,-0.40344,0.21975,-0.40344,119.1658,302.4699707,12.491,13.805
-26543.3398,38.218,284.689,1.76102,-0.39427,-0.00593,-0.39427,0.21247,-0.39427,186.3368,514.579834,15.487,16.724
-28023.0769,-188.4084,312.2,10.6819,-3.45969,-1.35924,-0.79605,1.94935,0.04011,319.3648,490.9535522,10.378,15.301
-25207.2151,-21.1893,252.077,2.28213,-0.89342,1.27318,-0.41513,0.48606,-1.64924,261.064,419.3155518,11.373,15.051
-23795.8665,87.3613,240.037,3.8859,-1.49663,0.71264,-0.43808,0.39777,-1.49663,200.234,368.2471619,13.05,16.98
-22655.5729,29.6778,194.394,2.56069,0,-0.00807,-0.21758,0.08067,-0.21758,179.0995,374.1331787,12.443,16.888
-30981.4774,-92.3453,434.654,6.06086,-0.38186,0.04554,-0.38186,0.21136,-1.0786,365.4922,610.4122925,11.468,13.726
-31826.2305,8.2879,388.419,1.07095,0,0.22776,-0.09415,0.12554,-0.22776,474.64,491.0958557,10.16,15.918
-29073.0951,92.1903,336.544,6.80473,-2.0459,0.64297,-0.39471,0.51895,-1.02875,296.2792,488.0612183,10.377,16.071
-32546.5513,82.898,491.582,2.67809,-1.3982,0.3537,-0.39061,0.37878,-1.34169,416.5744,621.0525513,11.914,15.734
-16238.5024,2.1734,68.8081,4.90377,-0.7815,0.10312,-0.39077,0.46819,-0.31331,61.0402,194.7361908,11.501,17.327
-32196.8624,459.6297,403.878,10.4789,-2.53897,0.12533,-0.77974,1.91622,-1.69831,364.4154,616.4642334,10.499,14.437
-26600.6697,-64.8855,264.732,7.89975,-3.47223,-1.17743,-0.78829,1.9457,-0.0206,283.3318,430.7380066,10.196,15.886
-20911.747,-384.2633,147.484,6.77185,-1.64649,-0.42976,-0.82345,1.58458,-0.06191,122.1818,298.9619751,10.671,16.613
-26559.9717,183.6175,298.605,8.33866,-0.94161,0.44485,-0.42777,0.4314,-0.94161,244.2896,480.2110596,11.346,14.468
-27891.4666,-28.6959,272.714,6.16438,-0.82074,0.70828,-0.495,0.51247,-1.47964,258.1036,482.6130981,11.968,14.773
-17402.1954,-20.0914,89.6292,5.04751,-0.77389,0.06172,-0.38862,0.47028,-0.30361,75.067,225.0167236,11.471,17.345
-26822.6874,-198.4022,250.535,10.4237,-1.30213,0.93446,-0.55677,0.73557,-1.47414,229.2485,418.383606,9.547,14.895
-28823.394,-14.3927,336.833,6.2413,-1.1415,0.56386,-0.48082,0.36944,-1.86554,266.3394,559.5146484,12.329,14.535
-25058.9438,177.6151,257.841,6.37238,-0.43598,0.40178,-0.43598,0.36414,-0.98941,211.6907,415.09021,12.216,15.072
-25690.8534,-20.3818,262.407,6.35986,-1.19495,1.03342,-0.47912,0.47017,-1.74014,232.2384,430.7677612,11.487,14.582
-31936.7844,-544.0053,404.481,5.07207,-1.60521,-0.46112,-0.85244,1.11955,-0.69884,356.4109,595.541626,10.906,14.295
-18181.0958,10.9868,99.7327,4.03087,-0.39747,0.17378,-0.39747,0.33869,-0.39747,70.0908,242.0624695,12.115,15.732
-25001.0055,-140.3493,239.895,6.33947,-1.96575,-0.14595,-0.76601,0.97825,-0.9875,214.1573,392.6046753,11.165,15.244
-25055.5043,232.3097,229.806,5.74804,-2.30463,0.56534,-0.34991,0.58759,-1.12979,236.1378,388.528595,11.181,17.051
-28802.0829,45.8898,355.392,10.3559,-0.40435,0.0998,-0.40292,0.25398,-0.90722,302.3754,540.2636719,11.437,11.622
-37012.1123,-94.6416,523.99,3.87591,-1.46084,0.77047,-0.41901,0.42904,-1.46084,390.5618,836.0983887,11.42,15.428
-25598.7929,-51.4223,276.027,10.4098,-1.65355,-0.89177,-0.82682,1.80146,-0.57558,248.299,450.8642578,11.065,14.341
-29878.5718,531.1871,324.355,7.39655,-1.5661,1.01559,-0.53637,1.08024,-1.53707,299.2807,512.6303711,9.957,14.846
-28011.0675,-66.0175,315.682,2.3452,0,-0.02711,-0.09762,0.10315,-0.44915,326.4365,453.7156677,11.33,15.4
-27801.3932,-951.9162,288.023,4.76534,-0.69338,0.78257,-0.45849,0.43562,-1.68815,255.2756,465.3400879,11.499,14.152
-19492.9057,-332.0403,128.422,2.34266,0,-0.25367,-0.12493,0.07824,-0.12493,112.5585,268.0572205,12.116,15.137
-19634.989,-5.8535,135.23,3.30004,-0.39285,0.14363,-0.39285,0.22922,-0.70946,109.1274,283.4125061,12.097,15.302
-28756.2765,-21.9911,335.084,3.35427,-0.43794,0.58867,-0.43794,0.29242,-0.89274,304.6615,499.9893799,11.44,15.66
-24235.8667,46.5137,241.203,1.76115,-0.3943,0.03067,-0.3943,0.21248,-0.3943,158.2832,452.0536499,15.497,16.816
-22682.8867,-350.7549,220.09,0.000930975,0,-0.66563,-0.05914,0.07177,0,178.233,375.3824768,11.139,13.464
-24314.9063,-15.5521,245.205,4.36195,-0.91198,0.85281,-0.46676,0.44785,-1.63844,216.239,403.1767273,11.738,14.818
-29172.8069,-92.0832,338.389,4.34814,-1.05403,0.63034,-0.49162,0.42557,-1.47901,285.342,557.9008789,11.181,14.035
-27663.2214,-215.5719,277.855,4.72341,-1.66534,2.04912,-0.51157,0.51527,-2.49322,230.2632,479.051178,13.435,15.473
-16676.9419,6.6728,84.0597,3.02726,-0.37866,0.24918,-0.37866,0.30179,-0.37866,58.0798,218.4291077,13.012,16.306
-23931.8295,-113.1992,238.141,5.30792,-0.87536,1.11167,-0.45134,0.49774,-1.55394,216.6669,393.5438538,11.645,15.215
-30212.8332,-82.505,386.279,9.67494,-2.00543,0.00582,-0.78565,1.91632,-1.35676,365.8337,582.8840942,10.452,13.941
-27973.0936,-51.6793,318.502,4.7329,-2.46435,0.88194,-0.39136,0.26236,-2.46435,286.281,483.4530029,12.309,14.597
-22817.8002,-50.9614,198.14,2.35799,0,-0.5545,-0.21183,0.07446,0.05721,254.0698,345.1220703,11.469,14.284
-24886.817,-124.3011,238.833,4.21646,0,0.40318,-0.21617,0.12237,-0.64775,267.9292,376.2914124,10.411,15.417
-20729.6219,5.3661,183.315,0.0477278,0,0.02156,-0.14434,0.05636,0,114.2302,332.1702881,15.53,16.954
-21496.245,4.5033,205.709,0.102629,0,-0.58372,-0.10024,0.08697,0,166.222,366.9496155,11.756,14.277
-23090.5159,-1.9062,183.924,7.62696,-1.08574,0.20729,-0.39554,0.52739,-0.93391,168.1518,344.5445251,10.961,14.088
-17901.3299,-130.5829,104.201,0.481284,-0.79822,0.71723,-0.39916,0.31033,-0.79822,76.095,245.8567657,15.383,16.904
-27551.6198,-248.0248,297.342,9.6726,-3.50106,-0.99103,-0.79904,1.96347,-0.39234,303.3042,484.4169312,10.149,15.531
-26895.461,-274.9013,271.609,6.01468,-1.69066,1.35315,-0.52644,0.50619,-2.40485,218.2522,456.7039795,13.753,16.363
-26602.7564,-17.4575,299.934,6.57443,-0.75369,0.46612,-0.43793,0.46448,-1.27406,244.2926,484.1565247,12.024,15.114
-26768.2447,-173.7041,306.422,3.31798,-0.47426,0.75585,-0.47426,0.44216,-1.73502,266.3018,469.3535767,11.566,14.481
-23473.6656,-60.911,197.753,9.69227,-1.2424,0.33538,-0.45142,0.52856,-1.03775,180.1628,366.1656799,10.908,15.044
-18784.7552,-94.9905,122.675,1.51434,0,0.06463,-0.37111,0.13295,-0.37111,85.1486,264.5419312,15.311,15.447
-19547.3543,4.2177,144.366,2.40375,0,-0.06358,-0.29612,0.08991,-0.29612,107.1548,299.5603333,12.206,15.147
-26430.0824,-518.8437,222.528,2.31075,-0.31595,-0.15803,-0.31595,0.25279,-0.28269,370.9158,364.4846802,11.282,15.398
-19706.817,16.1844,159.992,2.26274,0,0.32432,-0.35904,0.13368,-0.70894,114.19,303.8217773,15.116,15.3
-27916.7999,59.5749,370.083,3.01663,-0.73393,0.05444,-0.37237,0.2599,-0.73393,290.4448,500.9659729,12.794,16.109
-26649.1018,32.8058,300.44,5.84803,-1.00744,-0.01245,-0.3868,0.3505,-1.00744,254.2848,497.7084961,11.353,14.261
-25313.1589,-360.6375,241.491,11.0752,-1.5915,0.98769,-0.43519,0.52084,-1.77697,238.1592,428.0778809,9.927,14.524
-31593.2276,145.059,399.254,10.6336,-1.25848,0.64619,-0.54954,0.73488,-1.47256,367.8448,587.0915527,9.502,14.558
-23667.6065,-164.7016,229.693,1.74537,-0.52129,0.03582,-0.26065,0.22442,-0.72367,184.2376,396.1569519,12.082,16.02
-29813.7437,54.7619,311.397,4.52537,-1.23537,0.55549,-0.60653,1.06631,-0.92721,365.9932,473.4260559,9.901,15.112
-25711.2721,170.9086,253.307,4.89116,-1.53818,1.05794,-0.44036,0.43808,-1.88015,221.2122,441.4270325,11.706,15.211
-26603.8447,58.7811,292.43,1.63715,-1.18733,0.82036,-0.44455,0.43644,-1.5673,235.2822,479.1242065,11.714,15.209
-20026.5286,15.4368,175.758,0.038146,0,-0.04608,-0.13648,0.0589,0,112.2144,321.4995422,15.414,17.103
-28389.2438,-326.448,385.175,1.58952,-0.37375,-0.26446,-0.37375,0.20851,-0.46121,306.5054,506.5923157,12.794,15.147
-24635.7405,138.671,229.773,3.48306,0,1.53515,-0.48271,0.42316,-2.10459,201.6583,424.7978516,11.866,15.502
-27991.0902,69.0652,362.07,3.39485,-0.92026,0.51124,-0.38364,0.20977,-1.3039,313.3956,535.4877319,12.267,14.063
-34565.0793,-58.6426,484.528,3.5609,-1.23167,0.24396,-0.36785,0.2303,-1.82635,406.4804,714.3943481,11.929,13.794
-29194.6996,359.6373,355.686,7.51454,-1.19619,1.26452,-0.47961,0.46998,-2.31761,319.3349,523.4669189,11.364,14.479
-19786.7549,466.417,144.769,2.45316,0,-0.00218,-0.28727,0.07937,-0.28727,107.1548,301.6196899,12.136,15.09
-23534.3858,-121.0932,226.218,5.06189,-0.75839,0.35686,-0.41512,0.20595,-1.17351,181.234,383.6253357,12.687,13.657
-14188.6487,-8.2821,47.5521,1.77946,-0.40477,0.20731,-0.40477,0.21419,-0.40477,32.042,163.7472229,16.154,16.895
-24924.6786,327.8988,234.411,6.18932,-0.7602,1.43855,-0.40843,0.36377,-2.46728,209.2072,419.1392212,11.812,14.379
-19973.3768,2.8463,172.037,1.85102,-0.36955,0.13619,-0.36955,0.20516,-0.36955,116.2028,307.7576294,15.355,16.502
-30020.3092,-15.8742,346.348,0.00862177,-1.51878,1.01011,-0.43674,0.38023,-1.51878,258.357,588.9633789,13.12,16.914
-35105.8454,-782.2942,420.856,0.00288135,0,0.41518,-0.04367,0.05179,-0.41517,498.662,538.4028931,10.659,15.93
-24370.6285,1057.0766,225.043,7.2019,-0.86198,0.85706,-0.49144,0.50243,-1.72105,237.0959,383.9838562,11.562,16.294
-32987.0409,-400.9839,412.625,5.82211,-2.71635,0.18846,-0.78792,1.91158,-1.89276,398.3924,639.9875488,10.301,14.223
-19500.6628,8.2743,130.119,1.64202,-0.76256,0.47818,-0.446,0.38474,-1.11326,103.1206,277.8470154,13.13,15.812
-29489.6498,-55.2188,406.417,1.86339,-0.74389,-0.00689,-0.384,0.25922,-0.74389,316.4826,538.7544556,12.799,15.322
-22431.7798,-57.7534,198.151,0.055453,0,-0.29146,-0.19803,0.16647,0,124.2254,389.1593018,14.065,16.275
-28871.3908,162.8083,291.309,7.05379,-1.99173,0.57449,-0.60236,1.07119,-1.06228,297.6496,466.964447,9.776,15.141
-22823.6291,293.6778,175.041,5.13702,-1.51807,0.34408,-0.43815,0.52153,-0.99654,167.1208,326.3497314,10.58,15.649
-27782.2114,-161.1584,299.728,0.00496652,-0.3886,0.31701,-0.19433,0.10387,-0.73067,321.9744,458.9794006,11.133,14.449
-28876.3371,112.4197,355.476,7.82307,-2.03585,0.23169,-0.7735,1.90899,-1.27279,311.3982,560.3925781,10.378,15.399
-26395.3715,208.6744,266.401,6.56308,-1.80896,0.1771,-0.38347,0.53134,-0.74759,240.2152,430.6572876,10.45,15.868
-20566.9457,-7.0644,155.681,1.9817,-0.75457,0.35991,-0.4373,0.38886,-0.75457,116.1596,310.3088989,13.168,16.89
-18268.3749,4.7829,121.493,1.68807,0,-0.31979,-0.38848,0.19769,-0.38848,93.128,264.9863281,12.561,13.853
-27515.6103,-30.3503,353.329,3.22058,-0.65962,-0.43602,-0.32983,0.22923,-0.65962,270.3706,521.5394897,12.282,14.718
-18285.8828,-9.0927,119.551,9.39409,0,0.54359,-0.56943,0.28894,-1.23193,102.1538,257.8528137,12.576,14.333
-26372.6927,-5.578,317.002,3.12923,-0.6715,-0.19866,-0.34112,0.2909,-0.6715,266.339,473.1344604,11.556,14.121
-18908.5652,73.0631,113.09,5.36332,-1.14591,0.40218,-0.3866,0.21685,-1.14591,92.0944,253.8322601,15.201,16.781
-28544.405,-17.1339,393.73,0.00339719,0,-1.30278,-0.07877,0.12127,0,320.433,571.0219116,12.353,14.778
-34943.1573,-208.836,539.509,5.98549,-2.135,0.87661,-0.42753,0.39553,-2.135,444.5668,681.0559082,11.693,15.549
-19113.1857,5.148,132.719,1.77032,-0.39367,0.14557,-0.39367,0.21275,-0.39367,88.1492,284.5550537,15.54,16.793
-23250.2674,109.3606,232.788,0.00332867,0,-0.79322,-0.06735,0.06785,0,180.2488,414.450531,11.642,13.98
-19439.7368,4.5776,148.642,3.11898,-0.36085,0.25476,-0.36085,0.26927,-0.36085,100.1602,288.8748474,12.809,16.201
-24330.7108,-41.329,226.275,10.422,-2.0501,0.03278,-0.79953,1.90459,-1.17445,214.2386,406.4898376,10.712,15.115
-28544.2707,184.4146,306.836,5.23003,-1.25339,0.26018,-0.62456,1.06504,-0.75438,278.3205,489.5580139,10.137,14.647
-21684.8972,127.1302,166.674,2.31426,-0.76425,0.459,-0.38999,0.21395,-0.76425,118.1754,345.4157715,15.251,16.593
-26336.6364,28.7731,289.122,2.01089,-0.76613,0.23781,-0.44746,0.38517,-0.76613,200.3204,516.1068726,13.18,16.755
-29426.9619,36.3048,414.473,4.25859,-0.34289,-0.39788,-0.36357,0.23401,-0.52063,337.4608,546.5248413,11.742,14.819
-26500.3968,-40.4588,325.604,0.0430653,0,-0.70664,-0.07619,0.07455,0,268.3574,493.0027161,11.181,13.623
-30467.2791,-40.8474,416.799,7.54484,-1.78688,0.57394,-0.37871,0.30629,-1.78688,360.4492,542.6033325,11.992,15.614
-29489.2557,-68.4428,350.334,2.2504,-1.41676,0.96171,-0.39297,0.67502,-1.3878,333.2665,502.1311951,10.184,15.604
-31686.4771,224.7053,433.92,4.19706,-0.73301,1.02585,-0.45488,0.42435,-1.82779,343.468,690.2358398,11.076,14.479
-21986.1343,5.0445,180.239,3.17093,-0.85862,0.38826,-0.52571,0.50644,-1.2168,151.1646,346.4043579,12.237,15.079
-26733.4156,20.2557,293.976,5.45794,-0.75268,0.08641,-0.4366,0.38957,-1.10945,273.7183,480.2770081,11.693,13.98
-22462.7759,2.7765,215.254,0.0505857,0,-0.3887,-0.10036,0.06433,0,148.2474,399.2201538,12.444,14.886
-25595.9588,-73.3324,293.049,7.56446,-0.47957,0.43434,-0.47957,0.4168,-0.91604,230.309,473.0056152,11.993,14.195
-33499.609,-31.8407,432.981,0.00549942,-1.51729,0.93789,-0.43653,0.38019,-1.51729,314.4642,697.3864746,13.117,16.898
-21469.747,-79.0253,188.548,9.73183,0,0.65535,-0.4291,0.25654,-0.97564,162.2674,326.1749268,11.546,14.429
-24617.4432,-62.4046,246.891,2.50987,-0.75719,0.59622,-0.49846,0.50171,-1.1454,193.245,420.4823303,12.114,15.013
-26549.3837,15.5865,331.896,3.89299,0,-0.13234,-0.10426,0.11721,-0.41805,364.9132,444.6987915,11.149,15.584
-21713.136,-3.3332,170.338,2.61235,-0.68545,0.05843,-0.38984,0.21604,-0.68545,138.1658,337.5655518,12.396,14.546
-19718.0869,-6.9882,156.852,1.84216,-0.38551,0.00528,-0.38551,0.21049,-0.38551,114.187,303.473999,15.32,16.662
-29901.3706,-26.0981,368.608,2.58684,0,-0.36804,-0.18495,0.20706,-0.36776,307.262,566.0355835,12.157,14.839
-18385.6908,46.9648,101.519,8.66765,0,0.55427,-0.46649,0.45884,-1.45003,84.0804,237.5818176,12.921,15.301
-27253.8008,-16.1089,304.712,3.34756,-0.45321,0.38619,-0.45321,0.29514,-0.93499,257.7775,498.3285828,11.784,15.186
-27133.247,85.2293,323.18,4.13273,0,1.85516,-0.44573,0.41509,-2.10487,257.7655,495.3308105,11.984,15.16
-26147.851,598.5237,295.779,2.9913,-0.47542,0.87969,-0.47542,0.44396,-1.52828,253.303,462.6045837,11.669,14.342
-31717.7068,27.8101,418.47,2.01068,-0.76612,0.12802,-0.44744,0.38519,-0.76612,284.4812,706.7457886,13.18,16.582
-28581.8654,-158.1515,318.92,8.49671,-1.84005,0.47739,-0.7891,1.909,-1.68427,294.3276,513.7689209,10.648,14.421
-18454.4481,12.3252,110.451,1.87189,-0.75625,0.45863,-0.44325,0.35946,-1.08901,89.0938,249.7532501,13.051,16.153
